TrialNumber,FrameNumber,MousePositionX,MousePositionY,TrackingAccuracy
9,7569,1273,538,5.52507
9,7570,1274,538,5.427538
9,7571,1274,538,5.456928
9,7572,1275,538,5.574639
9,7573,1276,538,5.744435
9,7574,1278,538,5.606075
9,7575,1280,538,5.499902
9,7576,1281,538,5.639988
9,7577,1282,538,5.830584
9,7578,1283,538,6.066693
9,7579,1283,538,6.92428
9,7580,1284,537,7.623911
9,7581,1287,537,6.785454
9,7582,1290,537,6.173821
9,7583,1292,537,6.043358
9,7584,1293,537,6.213569
9,7585,1294,537,6.428122
9,7586,1296,537,6.255156
9,7587,1297,537,6.478479
9,7588,1299,537,6.2988
9,7589,1300,537,6.530565
9,7590,1301,537,6.800421
9,7591,1304,537,6.183713
9,7592,1305,537,6.391425
9,7593,1307,537,6.223837
9,7594,1310,536,6.445155
9,7595,1311,536,6.53246
9,7596,1315,536,6.505083
9,7597,1316,536,6.430123
9,7598,1316,536,6.476175
9,7599,1317,536,6.583132
9,7600,1317,536,7.108802
9,7601,1317,536,7.911588
9,7602,1319,536,7.660663
9,7603,1320,536,7.980981
9,7604,1321,536,8.326957
9,7605,1321,536,9.400071
9,7606,1321,536,10.59448
9,7607,1321,536,11.87393
9,7608,1321,536,13.21356
9,7609,1322,536,13.70519
9,7610,1323,536,14.20147
9,7611,1324,536,14.70222
9,7612,1325,536,15.20766
9,7613,1327,536,14.80845
9,7614,1330,536,13.52313
9,7615,1332,536,13.13632
9,7616,1333,536,13.62711
9,7617,1335,535,13.57505
9,7618,1337,535,13.20026
9,7619,1339,535,12.8297
9,7620,1341,535,12.46437
9,7621,1343,535,12.10346
9,7622,1344,535,12.56105
9,7623,1345,535,13.02683
9,7624,1348,535,11.84243
9,7625,1352,534,10.52729
9,7626,1356,534,9.07295
9,7627,1359,534,8.431227
9,7628,1360,534,8.657426
9,7629,1360,534,9.435214
9,7630,1360,534,10.39033
9,7631,1362,534,10.10466
9,7632,1365,534,9.257593
9,7633,1367,534,9.028479
9,7634,1368,534,9.321233
9,7635,1369,534,9.6375
9,7636,1370,534,9.975498
9,7637,1371,534,10.33226
9,7638,1373,534,10.04905
9,7639,1376,533,9.891023
9,7640,1378,533,9.680943
9,7641,1381,533,9.110353
9,7642,1383,533,8.974695
9,7643,1385,533,8.858975
9,7644,1387,533,8.764125
9,7645,1388,533,8.887892
9,7646,1389,533,9.044637
9,7647,1389,533,9.640722
9,7648,1389,533,10.43764
9,7649,1389,533,11.39324
9,7650,1390,533,11.76706
9,7651,1391,533,12.15506
9,7652,1392,533,12.55647
9,7653,1395,532,12.18088
9,7654,1398,532,11.32443
9,7655,1400,532,11.08636
9,7656,1400,532,11.97887
9,7657,1400,532,12.99769
9,7658,1401,532,13.38808
9,7659,1403,532,13.07858
9,7660,1405,532,12.77708
9,7661,1407,532,12.48388
9,7662,1408,532,12.8569
9,7663,1410,532,12.56119
9,7664,1413,532,11.65986
9,7665,1414,532,11.9971
9,7666,1416,532,11.72954
9,7667,1420,532,10.46465
9,7668,1423,531,10.74865
9,7669,1426,531,10.42647
9,7670,1428,531,10.36597
